Date / Time,City,State,Shape,Duration,Summary,Posted,Type
6/27/19 23:10,Zimmerman,MN,Unknown,On going,Strange flashes in the sky. Unknown cause. Currently happening near St. Francis MN,7/5/19,Sighting
6/27/19 23:00,Orr,MN,Sphere,20 seconds,Orange Orb at Myrtle Lake,12/19/19,Sighting
6/27/19 23:00,Oro Valley,AZ,Unknown,2 minutes,"Horizontal, flying Light seen in night sky going slow at first before making a sharp turn at incredible rate of speed.",7/5/19,Sighting
6/27/19 22:20,Marietta,GA,Triangle,3 minutes,Slow-moving triangle aircraft visible in night sky. ((anonymous report)),7/5/19,Sighting
6/27/19 22:00,Dayton,OH,Light,>2 hours,5 bright flashing lights in the clouds with no known origin and in the same spots. Lasted at least 2 hours,7/5/19,Sighting
6/27/19 22:00,Allison Park,PA,,5 minutes,"I saw circular disk with bright lights , speaker malfunction, strange noises.",8/23/19,Sighting
6/27/19 21:00,Corte Madera,CA,Sphere,15 minutes,Groups of spherical star like objects appearing in loose and distinct formations.,8/23/19,Sighting
6/27/19 20:30,Wildomar,CA,Light,30 seconds,"It shot down from space and went north as a bright light wich i thought was a shooting star, it faded away. ((anonymous report))",7/5/19,Sighting
6/27/19 20:30,Gold Canyon,AZ,Unknown,1 minute,"Very faint light traveling quickly across the sky, in an E to W path. Thought it was a satellite until it took a deep plunge (abo",7/5/19,Sighting
6/27/19 20:00,Terryville,CT,Sphere,5 minutes,Large sphere-shaped solid lights on side of craft.,7/5/19,Sighting
6/27/19 16:54,Santa Claus,IN,,,MADAR Node 114,7/5/19,Sighting
6/27/19 10:49,Monticello,IN,Unknown,10 seconds,((NUFORC Note: Witness includes no informtion. PD)),7/12/19,Sighting
6/27/19 10:07,Flora,IL,Sphere,30 minutes,I witnessed a UFO and caught it on video 3 times in one night.,7/12/19,Sighting
6/27/19 03:15,Wadsworth,OH,Unknown,6 seconds,Fast flying object. ((anonymous report)),6/27/19,Sighting
6/27/19 01:00,West Bowmanstown,PA,Triangle,First 3min seconed 3 min.,"Spotted it behind my property next to Rt 476 North just out side of the turnpike tunnel,at 12:30 AM,then at 1:28AM it hovered over my m",8/23/19,Sighting
6/27/19 01:00,Edisto,SC,Circle,6 minutes,Circular shaped object spotted off the coast of Edisto beach. Object glowed and tracked at a steady pace.,6/27/19,Sighting
6/26/19 23:27,American Falls,ID,Circle,5 minutes,"Bright moving object in the sky in American Falls, Idaho",6/27/19,Sighting
6/26/19 22:30,Lake City,FL,Light,180 seconds,Light meandering West to Easy in North Florida.,6/27/19,Sighting
6/26/19 22:30,Woodbine,GA,,,MADAR Node 154,7/5/19,Sighting
6/26/19 20:30,Nesquehoning,PA,Oval,Several Minutes,"I saw three oval shaped crafts flying very slowly about 20,000 feet.",8/23/19,Sighting
6/26/19 20:00,Wilkes Barre,PA,Diamond,5 minutes,It was a triangular to diamond shaped spacecraft with massive white beam lights on all sides of it facing the ground as it flew over.,7/5/19,Sighting
6/26/19 20:00,Anderson,SC,Formation,10 minutes,Riding down the road and we saw 50-75 flying objects Different shapes the were spread out and all went in single file into the clouds.,7/5/19,Sighting
6/26/19 19:15,Freeport,NY,Cigar,4 seconds,"Bright light, shooting across the sky, ""shooting star,"" on a bright clear day and just disappeared.",7/5/19,Sighting
6/26/19 16:21,Cambridge,OH,,,MADAR Node 137,7/5/19,Sighting
6/26/19 08:30,Abilene,TX,Changing,10 seconds,"4 white lights in a shape of a square then changed into 1 bright light and traveled faster until I looked again, it was gone",7/5/19,Sighting
6/26/19 05:30,Albuquerque,NM,Fireball,3 seconds,"saw what looked almost like a rocket, very high elevation, shoot across the sky in 3 bursts of speed and color from rear of whatever it",6/27/19,Sighting
6/26/19 01:30,Shamong,NJ,Triangle,2-3 minutes,Red Lights appeared and darted away late at night in NJ Pine Barrens,6/27/19,Sighting
6/25/19 23:47,Rogerson,ID,Formation,17 minutes,"Very near Idaho/Nevada border, I picked up a strange radio station and spotted at least one UFO - I didn't believe until last night.",6/27/19,Sighting
6/25/19 22:00,Tybee Island,GA,Triangle,20 seconds,One craft hovered over the ocean at Tybee Island. It was moving N along the coast at a fairly slow speed. ((anonymous report)),7/5/19,Sighting
6/25/19 22:00,Greenville,WI,Circle,1 minute,Craft with three lights.,7/5/19,Sighting
6/25/19 21:15,Brick,NJ,Flash,90 seconds,Flash of light that jumped to another spot in the sky.,6/27/19,Sighting
6/25/19 16:30,Savannah,GA,Sphere,30 seconds,Triangle formation of orbs or spheres over Savannah.,6/27/19,Sighting
6/25/19 12:32,River Vale,NJ,,,MADAR Node 146,7/5/19,Sighting
6/25/19 08:53,Newburgh,IN,,,MADAR Node 142,7/5/19,Sighting
6/25/19 05:30,Tacoma,WA,Light,6 hours,((NUFOrC Note: Witness provides no information. PD)),2/7/20,Sighting
6/25/19 04:30,Mayport,FL,Sphere,30 minutes,"Star-like object making small erratic movements... up, right, down, rotating in circles. Gets brighter and dimmer irregularly. Looks ex",6/27/19,Sighting
6/25/19 03:30,Miramar,FL,Fireball,3 minutes,Orange probe like lights.,6/27/19,Sighting
6/25/19 02:37,Lakeland,FL,Unknown,<1 minute,2 bright objects disappeared then heard rumbling east sky,6/27/19,Sighting
6/25/19 02:33,Fort Lauderdale,FL,Light,5-7 minutes,Red gas emitting from bright yellow light UFO,7/5/19,Sighting
6/25/19 01:47,Washington twp,MI,Circle,Night,We seen this bright light we thought it was a plane but planes don't sit still it was about 1:47 at night when we seen the light it sat,7/12/19,Sighting
6/25/19 01:30,New Harbor,ME,Sphere,2-3 minutes,Two bright yellow-orange soundless orbs seen at night.,9/19/19,Sighting
6/25/19 01:28,Dammeron Valley,UT,Light,40 minutes,Multiple lights spotted North East of Dammeron Valley.,6/27/19,Sighting
6/25/19 00:55,Jacksonville,FL,Teardrop,139 seconds,Visitor for the heaves before the Falcon Heavy 9 launch on June 25 2019.,6/27/19,Sighting
6/25/19 00:10,Tacoma,WA,Triangle,3 seconds,Lightless triangle aircraft-black- sighted overhead flying low directed east-northeast. ((anonymous report)),6/27/19,Sighting
6/24/19 23:00,Rankin,IL,Fireball,150 seconds,Large and small fireball object,6/27/19,Sighting
6/24/19 23:00,Danville,IL,Fireball,15 seconds,Huge orange burning ball in sky. Saw for about 15 seconds then it was gone. ((anonymous report)),8/23/19,Sighting
6/24/19 22:40,Ladson,SC,Disk,5 minutes,"a circular saucer with 3 glowing yellow lights seen in Charleston, SC.",6/27/19,Sighting
6/24/19 20:00,Flagstaff,AZ,Light,10-20 minutes,"There was a bright light in the night sky that would appear, disappear and then reappear in a random pattern.",7/5/19,Sighting
6/24/19 18:45,Alva,OK,Fireball,1 second,((NUFORC Note: Witness provides virtually no information. Hoax?? Source elects to remain anonymous. PD)),6/27/19,Sighting
6/24/19 16:55,Milwaukee,WI,Cylinder,2 minutes,"I can see a cylinder crossing at high speed on the sky,from west to downtown,on the back is very dark cloud.. ((anonymous report))",6/27/19,Sighting
6/24/19 16:30,Nevada,CA,Disk,90 minutes,"During drops of chem trails, saucer appeared. Near Pyramid Lake. Proceeding towards N passed susanville. ((anonymous report))",6/27/19,Sighting
6/24/19 14:23,Santa Fe,NM,Diamond,10 minutes,"Bright clear sky and very little breeze, I noticed something flashing, it was even sparkling, flitting erratically.",6/27/19,Sighting
6/24/19 13:26,Newark Airport,NJ,Oval,3 minutes,On identifiable object flying near Newark airport right near airplane and highway,6/27/19,Sighting
6/24/19 11:40,Alexandria,VA,,,MADAR Node 141,6/27/19,Sighting
6/24/19 09:30,Philadelphia,PA,Unknown,30,Two shimmering objects in the morning sky hovering 100 feet apart very high up,6/27/19,Sighting
6/24/19 08:46,Marshall,MO,Changing,>2 hours,Cigar shaped craft of lights changed shape into separate craft.,6/27/19,Sighting
6/24/19 03:15,Lake Hopatcong,NJ,Light,20 minutes,Low flying bright light that stayed for about 15-20 minutes then picked up speed and disappeared,6/27/19,Sighting
6/24/19 01:15,Byram,MS,Oval,10 seconds,My husband had walked outside he said from being awakened by the outside Dog. He said the lighted object waa 10 feet above our rushest,7/12/19,Sighting
6/24/19 00:00,Edisto Island,SC,Light,11 minutes,"Over the ocean, there were three singular lights which eventually joined together. Once joined together and amazingly bright white ligh",6/27/19,Sighting
6/23/19 22:00,Elizabeth,PA,Sphere,~4 minutes,5 amber circular shapes going in all directions then formed a arrowhead shape then broke up and left.,7/5/19,Sighting
6/23/19 20:00,Hamden,CT,Light,5 hours,Steady flashing object with three lights hovered in sky,6/27/19,Sighting
6/23/19 20:00,Frederick,MD,Circle,3 seconds,"We were driving on our country road with very open area sky above a golf course, there aren’t any street lights in the area. The sky wa",6/27/19,Sighting
6/23/19 19:30,Medford,OR,Egg,30 seconds,I noticed a bright white reflective moving object as I got on the freeway. it disappeared and reappeared a couple seconds later further,7/5/19,Sighting
6/23/19 18:53,Mountlake Terrace,WA,,,MADAR Node 100,6/27/19,Sighting
6/23/19 16:00,Chalfont,PA,Cigar,3-5 minutes,"4 long cigar-shaped objects spotted in Bucks County, PA. ((anonymous report))",6/27/19,Sighting
6/23/19 14:00,Kaysville,UT,Sphere,30 minutes,Balloon.,7/5/19,Sighting
6/23/19 14:00,Las Vegas,NV,Circle,2 minutes,Bright white circular object,6/27/19,Sighting
6/23/19 07:13,Largo,FL,,,MADAR Node 140,6/27/19,Sighting
6/23/19 06:47,Farmington Hills,MI,,,MADAR Node 144,6/27/19,Sighting
6/23/19 02:00,Statesville,NC,Teardrop,4 minutes,Observed one object come across the sky right to left with what I thought were white trail from fireworks looked again noticed a red li,6/27/19,Sighting
6/23/19 01:00,Hwy 168,CA,Cylinder,Few minutes,"I was traveling on highway 168 heading towards big pine, I was coming from Beatty Nevada. When I was coming down the hill,I looked over",6/27/19,Sighting
6/23/19 00:24,Brookhaven,PA,Light,Unknown,"4 stationary lights in the sky, two on each side of moon. ((anonymous report))",6/27/19,Sighting
6/23/19 00:15,San Diego,CA,Light,30 seconds,Lights on Mount Helix.,6/27/19,Sighting
6/22/19 23:50,Middleburg,FL,Sphere,20-25 seconds,Silent red ball of light moving from West to East until out of sight.,6/27/19,Sighting
6/22/19 23:30,Bristol,PA,Light,~5 minutes,Bright red light over Bristol area defies physics. ((anonymous report)),6/27/19,Sighting
6/22/19 23:25,Pittsburgh,PA,Light,3 minutes,There were 2 small round lights in the sky going towards each other at a medium rate of speed. No blinking lights and too far away/fast,6/27/19,Sighting
6/22/19 23:00,Dalton,GA,Light,1 hour plus,3 balls of light dancing around each other,6/27/19,Sighting
6/22/19 22:55,Orchard Lake,MI,Sphere,5-7 minutes,"First saw 3 red lights traveling at same speed horizontally, not blinking or in any particular formation, low in the sky moving east to",6/27/19,Sighting
6/22/19 22:30,Belen,NM,Changing,2 minutes,"I was the passenger in a car, in the back seat on the passengers side. We were driving south on I-25. Our destination was Belen. My unc",6/27/19,Sighting
6/22/19 22:30,Belen,NM,Unknown,2 minutes,4 bright white lights.,6/27/19,Sighting
6/22/19 22:00,Omaha,IL,Oval,3 seconds,VERY FAST circular object in SE Illinois headed North at high altitude. SUDDENLY turned VERY BRIGHT while enlarging!,6/27/19,Sighting
6/22/19 21:40,Tinley park,IL,Cylinder,4 minutes,6/22/19 9:40pm cylinder shape craft moving from NW to E very random flashing lights as if it were taking pictures. ((anonymous report)),6/27/19,Sighting
6/22/19 21:00,Baltimore,MD,Triangle,10 minutes,I noticed unusually bright red lights hovering silently over Baltimore last evening. The bright red lights appeared to be in triangula,6/27/19,Sighting
6/22/19 20:00,Jay,ME,Sphere,3-4 minutes,"Bright, illuminous object- sometimes spherical in appearance",7/5/19,Sighting
6/22/19 16:45,Las Vegas,NV,Changing,5 minutes,I live at the Gramercy luxury apartments and was out at 4;45 am to walk the dog looked up saw a humongous black shape sitting in plain,6/27/19,Sighting
6/22/19 15:00,North Smithfield,RI,Sphere,2 minutes,Shiny sphere sighted over N. Smithfield farm.,6/27/19,Sighting
6/22/19 13:00,Mint Hill,NC,Circle,1 minute,The clouds looked strange that day. One of my favorite relaxation exercises is to Look at the clouds and watch them change. This d,12/1/19,Sighting
6/22/19 10:22,Foresthill,CA,Unknown,2 minutes,The last four nights I’ve seen bright flashes the first night it moved and a zigzag directions. Same with the second night. Third nigh,6/27/19,Sighting
6/22/19 07:00,Clayville,NY,Circle,10 minutes,Jets Fly Under UFO Craft Or 7 Orbs. ((anonymous report)),6/27/19,Sighting
6/22/19 05:30,Long Valley,NJ,Unknown,2 minutes,Heard a loud humming sound (like hovering) over or very close to our home. Then heard it take off into the sky. ((anonymous report)),6/27/19,Sighting
6/21/19 23:50,Bradenton,FL,Light,3 minutes,3 lights headed over gulf.,6/27/19,Sighting
6/21/19 22:45,Fayetteville,NC,Unknown,5 minutes,Flashing from a possible satellite tumbling on its arc.,6/27/19,Sighting
6/21/19 22:30,Beacon,NY,Circle,1 minute,"My wife and I saw 3 green circle lights, bright inside with an outer glow, bouncing around rapidly. ((anonymous report))",6/27/19,Sighting
6/21/19 22:00,Wilmore,PA,Circle,Hours on and off,"At first we thought it was planes, until we realized they don't fly that close together...one that we got best view of multiple flashin",6/27/19,Sighting
6/21/19 21:50,Madison,ME,Light,45 seconds,While standing outside noticed a white light similar to plane going across sky and then it stopped and looked like a star. Went in to t,6/27/19,Sighting
6/21/19 21:30,Glenview,IL,Light,10 seconds,Bright light in sky,6/27/19,Sighting
6/21/19 19:30,Lexington,NE,Cigar,2 hours,"Location: Lexington, NE; Dawson County Date: 6/21/19 Time: ~19:30 My son noticed what he thought was a balloon in the sky west of Lexi",6/27/19,Sighting
6/21/19 18:44,Plano,TX,Cylinder,2 minutes,It was white long cylinder and moved away horizontally.,12/19/19,Sighting
6/21/19 07:35,Boise,ID,,,MADAR Node 111,6/27/19,Sighting
6/21/19 07:18,Newburgh,IN,,,MADAR Node 142,6/27/19,Sighting
6/21/19 04:15,Lakeland,FL,Light,1 minute,"I saw a VERY bright orange light to the north moving upwards vertically in the sky. It changed from orange, then to green, disappeared",7/5/19,Sighting
6/21/19 00:00,Suitland,MD,Triangle,10 minutes,We saw a spacecraft flying towards the moon thats when we glimpsed at the object a little harder because planes dont fly that close too,6/27/19,Sighting
6/21/19 00:00,Lincoln Park,MI,Light,2 minutes,Dropped in flashed a few times and shot off 5 or 6 balls of light then shot back up extermly fast. ((anonymous report)),6/27/19,Sighting
6/21/19,McBean,GA,Light,1 minute,Several lights in a straight line.,9/12/19,Sighting
6/20/19 23:28,Charlottesville,VA,Circle,15 seconds,"Group of several orange lights, seemingly circular. Lights did not blink. ((anonymous report))",6/27/19,Sighting
6/20/19 22:25,Lakewood,CO,Unknown,1:10,"I was in Morrison, CO, (on the Littleton/Morrison line). I was looking north at a bright red light. It was moving slowly (similar",6/27/19,Sighting
6/20/19 22:00,Greer,SC,Oval,45 seconds,A bright oval object traveling at speed exceeding that of man-made aviation capabilities.,6/27/19,Sighting
6/20/19 22:00,Independence,MO,Sphere,30 seconds,"Brilliant blue light blinded me, then flew away very quickly. ((NUFORC Note: Report submitted by experienced investigator. PD))",7/25/19,Sighting
6/20/19 22:00,Cleveland,TN,Sphere,1-2 hours,Spinning Sphere. Lights glowing inside. Other flashes of light around it. Stat. or moving slowly. ((NUFORC Note: Balloon? PD)),6/27/19,Sighting
6/20/19 21:38,Hixton,WI,Light,15 seconds,"Low, fast moving blinking light that dropped 5-6 very bright balls that fell into woods",8/23/19,Sighting
6/20/19 20:50,San Clemente,CA,Oval,7 minutes,"Pulsating lights in the sky over San Clemente, California",6/27/19,Sighting
6/20/19 20:00,Kansas City,MO,Circle,unknown,Witnessed 2 bright white disc-like objects high in the sky to the N of Liberty. ((NUFORC Note: High-altitude balloon? PD)),6/27/19,Sighting
6/20/19 19:51,Kansas City,MO,Circle,20 minutes,I received a phone call from a friend asking if I was observing the objects in the N sky. ((NUFORC Note: High-altitude balloon? PD)),6/27/19,Sighting
6/20/19 19:49,Kansas City,MO,Unknown,Currently,"Noticed one reflective dot in the sky, totally motionless for approximately 20 minutes. ((NUFORC Note: High-altitude balloons? PD))",6/27/19,Sighting
6/20/19 19:30,Kansas City,MO,Sphere,20 minutes,2 silver/white spheres hovering/non-moving at 5000 ft. until covered by clouds after 20 minutes.,6/27/19,Sighting
6/20/19 19:00,Liberty,MO,Circle,30-40 minutes,Two stationary bright round objects spaced 1/2 mile apart in broad daylight.,6/27/19,Sighting
6/20/19 18:15,Hanover,PA,Circle,30 seconds,Was outside with my dog in the backyard. Saw something very bright and flying way too slow to be an airplane. No blinking light no nois,12/22/19,Sighting
6/20/19 17:00,Hamptons,NY,Other,,White shiny box standing still with a small plane next to it in the hamptons,6/27/19,Sighting
6/20/19 13:26,Charles Town,WV,,5 seconds,Oblong vertically--cloud/mirror brightness traveling from northwest to south,6/27/19,Sighting
6/20/19 13:20,Ball Ground,GA,,,MADAR Node 129,6/27/19,Sighting
6/20/19 12:30,Salt Lake City,UT,Oval,7 minutes,I work next to the airport and noticed a floating orb bouncing slowly around the airport. ((NUFORC Note: High-altitude balloon? PD)),6/27/19,Sighting
6/20/19 10:30,Orlando,FL,Light,5 seconds,Oval light disappears in sky.,6/27/19,Sighting
6/20/19 01:30,Redding,CA,Triangle,5 minutes,Me and my husband saw 3 red lights in a triangle Shape low in the sky as we got closers my husband and I saw it hadoesn't a outline aga,6/20/19,Sighting
6/20/19 00:00,Hardy,VA,Teardrop,1 minutes,"Outside near midnight the sky lights up, brightly, by a tear shaped orb of light with swirling colors, then suddenly its gone.",7/5/19,Sighting
6/19/19 23:00,Smithville,MO,Light,>1 hour,"Multiple star-like objects triangle formation moving in zig zags, quick up/down, left/right & half circle movements - Smithville, MO",6/20/19,Sighting
6/19/19 22:20,Orlando,FL,Oval,12 minutes,"15 STRANGE OVAL LIGHTS ABOVE THE LOW CLOUDS SOUTH OF ORLANDO, FL.",6/20/19,Sighting
6/19/19 22:00,Chelyan,WV,Light,3 minutes,"Whole crossing the bridge noticed a really bright light in the sky towards the south. It was so bright it was hard to look at at first,",6/27/19,Sighting
6/19/19 20:30,Phoenix,AZ,Unknown,:20,String of 4 stationary bright white lights in North Phoenix Sky.,6/27/19,Sighting
6/19/19 20:30,Carlinville,IL,Sphere,30 minutes,Translucent ballon-like moving slowly. ((anonymous report)),6/20/19,Sighting
6/19/19 20:30,Carrollton,IL,Sphere,30-40 minutes,"3 bluish/white spheres hovering, then one moving very fast seen by two people in Greene County, IL.",6/27/19,Sighting
6/19/19 19:30,East Alton,IL,Sphere,00:30,My son and I were riding our bikes through our neighbor when he called out my name and drew my attention to an object in the sky. We th,7/25/19,Sighting
6/19/19 10:00,Heppner,OR,Cigar,15 seconds,Fast moving object high altitude no wings the classic cigar shape. ((anonymous report)),6/20/19,Sighting
6/19/19 06:15,Clay,NY,Disk,1 minute,Flat disk moved slower than a aircraft then tipped right and accelerated up out of sight extremely fast,6/27/19,Sighting
6/18/19 23:30,Oakley,CA,Light,10 seconds,"I was using my telescope to take pictures of the moon, as I was preparing to move and adjust for change in angel I saw a multi colored",6/27/19,Sighting
6/18/19 23:15,Skokie,IL,Flash,35 minutes,"About 6 to 7 UFO's flashing bright lights often, a couple of were able to change the color of the lights to dark red.",6/20/19,Sighting
6/18/19 22:00,Oak Creek/Sedona,AZ,Cigar,5 minutes,UNEXPECTED CIGAR SHAPED UFO APPEARS IN MY IPHONE PHOTO AT ODD ANGLE. I’M A BELIEVER. ((anonymous report)),6/27/19,Sighting
6/18/19 22:00,Savannah,GA,Flash,>2 hours,Really bright flashes of light. ((anonymous report)),6/20/19,Sighting
6/18/19 22:00,Savannah,GA,Flash,>2 hours,Really bright flashes of light.,6/20/19,Sighting
6/18/19 21:35,Ruidoso,NM,Formation,15 seconds,"We saw two bright yellowish orange lights, then as soon as we noticed them they spread out in a perfect line two in the center.",6/20/19,Sighting
6/18/19 21:00,Brookville,IN,Sphere,1 hour,Metal orb of wires that was seen through a telescope after noticing a bright light that hovered in the sky. ((anonymous report)),6/20/19,Sighting
6/18/19 21:00,Sicklerville,NJ,Oval,30 minutes,Objects were in groups 6-8 Seem to be oval in shape Orange light or beam was on the objects Objects were floating in groups,6/20/19,Sighting
6/18/19 20:30,New Castle,IN,Circle,Current,Bright light in sky before dusk moving East to west slowly. ((NUFORC Note: See other similar reports. PD)),6/20/19,Sighting
6/18/19 20:30,Troy,OH,Light,Until cloud cover,Bright large stationary light high in the evening sky. ((NUFORC Note: WHIO-TV reports the three objects are still a mystery. PD)),6/20/19,Sighting
6/18/19 20:25,Germantown,OH,Circle,2 hours +,"Experienced aviation mechanic witnesses three strange, stationary, objects in northern sky.",6/20/19,Sighting
6/18/19 20:00,Dayton,OH,Oval,1 hour,"We saw an oval shaped craft in the sky. Appeared to be white or clear, emitting light. Was bright outside and still could be seen clear",6/20/19,Sighting
6/18/19 19:00,Hagerstown,IN,Changing,2.5 hours,Indiana glowing shape shifting orb,6/20/19,Sighting
6/18/19 19:00,Middletown,OH,Circle,15 minutes,3 bright circular stationery objects over Middletown Ohio,6/20/19,Sighting
6/18/19 19:00,Fairborn,OH,Circle,5 minutes,Local weather man reported something in sky. So I went outside with phone to look for object. Saw the white light and recorded it. It l,6/20/19,Sighting
6/18/19 17:00,Ocean City,MD,Rectangle,3 minutes,Black rectangle never saw it move.,12/1/19,Sighting
6/18/19 15:34,London,OH,Circle,20 minutes,Traveling down 42 when I noticed a white disk shape following the vehicle. Went against wind current. Then went into a cloud and disapp,6/20/19,Sighting
6/18/19 10:00,Savannah,GA,Flash,Ongoing,"Bright flashes above tall tree level, moving across the sky, really bright flashes that were ball shaped/ ((anonymous report))",6/20/19,Sighting
6/18/19 08:30,Fishers,IN,Sphere,5 minutes,Out walking and noticed perfect round solid white sphere in the more Southeastern Sky. ((anonymous report)),6/27/19,Sighting
6/18/19 01:50,Sacramento,CA,Flash,It has been flying around,"I saw some white flashing lights, but I noticed one of them looked like a circular shaped building. ((anonymous report))",6/20/19,Sighting
6/18/19 00:00,Cumming,GA,Unknown,90 minutes,"((HOAX??)) Abduction. ((NUFORC Note: We unsuccessfully attempted to contact the source of report, to confirm authenticity. PD))",7/5/19,Sighting
6/17/19 22:30,Casper,WY,Triangle,5 seconds,"On a cloudy night, my mother and I were sitting on our porch talking and we looked up thinking it was a shooting sta",6/20/19,Sighting
6/17/19 22:30,Casper,WY,Triangle,5 seconds,"I was talking to my daughter on my front porch and we both looked up thinking it was a shooting star, it hovered for one second abo",6/20/19,Sighting
6/17/19 21:20,St. George,UT,Cylinder,4 minutes,Incredibly stable and fast craft.,6/20/19,Sighting
6/17/19 21:14,Marathon,FL,Fireball,20 seconds,1 round Orange Redish Ball. Traveled South to North over Duck Key at a slow speed.,6/20/19,Sighting
6/17/19 21:00,Durand,MI,Other,Varied,"Starting in mid-March, 2019, and continuing on a regular basis up to this week, my family and I have noticed incredibly bright lights,",6/20/19,Sighting
6/17/19 21:00,unknown- airplane,GA,Cylinder,7+ minutes,"Multiple objects captured on pics of moon taken while flying on airplane from Charlotte, NC to Danbury CT.",6/27/19,Sighting
6/17/19 19:30,Dexter,OR,Light,5 seconds,Bright ball of light in the sky heading NE. Going very fast and a couple seconds later heard a low rumbling boom. ((anonymous report)),6/20/19,Sighting
6/17/19 18:30,South San Francisco,CA,Circle,5-10 minutes,Fast moving and jumping white metallic ball in the sky that was seen for about 5-10 min,6/20/19,Sighting
6/17/19 16:45,Stevensville,MT,Light,2 minutes,A very bright sparkling light in the sky ahead of witness caught his attention.,6/27/19,Sighting
6/17/19 12:40,Everett,WA,Cylinder,1 hour,I was outside on our deck and I happened to look up and saw this giant cylinder shaped object floating above our house.,6/20/19,Sighting
6/17/19 12:15,Naples,FL,Light,30 seconds,2 separate stationary lights hover over Gulf of Mexico.,6/20/19,Sighting
6/17/19 10:47,Challis,ID,Teardrop,4-6 minutes,"Object was observed in Challis, ID, at an approx. altitude of 500 meters above town center near courthouse.",7/5/19,Sighting
6/17/19 09:46,Asher,OK,Circle,1 hour,Multiple UFOs Around The Moon Looking Through Telescope,6/20/19,Sighting
6/17/19 06:20,Newington,CT,,,MADAR Node 106,6/27/19,Sighting
6/17/19 04:40,Helena,MT,,,MADAR Node 128,6/20/19,Sighting
6/17/19 01:41,Chesapeake,VA,Light,5 minutes,"I live in Chesapeake, VA, specifically in the area known as Deep Creek. At approximately 1:41 a.m, I was driving home after a lat",6/20/19,Sighting
6/16/19 21:30,Clifton Forge,VA,Changing,2 minutes,Saw a large flickering red ill-defined light or object appear suddenly in the E sky. ((anonymous report)),6/20/19,Sighting
6/16/19 21:30,Mount Pleasant,SC,Sphere,<1 minute,5 red lights that were either spheres or round come from the south to the north.,7/25/19,Sighting
6/16/19 21:15,Pottsville,PA,Circle,10 minutes,On june 16th at 21:15hrs I was facing east and saw 3 orbs round and orange red in color traveling from the west to the east in a trian,8/23/19,Sighting
6/16/19 20:30,Fairfax,VA,Light,10 seconds,There was a white light that was stationary in the sky around 8:30pm. Looked like a planet or a star. ((NUFORC Note: Balloon?? PD)),6/27/19,Sighting
6/16/19 17:37,North Port,FL,,,MADAR Node 147,6/20/19,Sighting
6/16/19 13:33,Minneapolis,MN,Other,<1 minute,"Unknown object that flies above us, below the clouds, bright, sunny day. Travels quickly, then disappears.",6/27/19,Sighting
6/16/19 08:36,Norwalk,CT,,,MADAR Node 103,6/20/19,Sighting
6/16/19 04:02,St. Joe,MN,Rectangle,14 minutes,I woke up this morning at 3:15 to get ready for work. I left my home in Saint Cloud Minnesota around 3:50am. I made it to county road 7,6/20/19,Sighting
6/16/19 00:12,Phoenix,AZ,Flash,1 second,It was a flash that lit urge entire sky to make night turn into day for one second no sound was heard after the flash. So it was not so,6/27/19,Sighting
6/16/19 00:10,Sunrise,FL,Circle,2 seconds,"We were having a walk around 12:00 am Midnight, saw something shape of a ball moving so fast and vanished in the cloud... it was really",6/20/19,Sighting
6/16/19 00:05,Sebring,FL,Fireball,,"Asteroid E.M.i Warnings for September 26, 2019.",6/20/19,Sighting
6/15/19 23:30,Hayti (outside of),SD,Cigar,now,"Multiple red and blue blinking lights at various altitudes, Hamlin Co., SD.",6/20/19,Sighting
6/15/19 23:00,Lakewood,NJ,Light,1 hour so far,"Dual White lights, about 10 pairs high up in the sky and then others were moving closer along the sky and flashing, appeared to be clo",6/20/19,Sighting
6/15/19 23:00,Forks,WA,Sphere,1 minute,Kalaloch Beach/Lodge apx 2330 06/15/19 drone like aircraft seemed to be scanning north to south a good look with binoculars mechanical,6/27/19,Sighting
6/15/19 22:55,St. Paul,MN,Egg,1 minute,Saw a short flash of light and saw a egg-shaped shadow in the middle of the light. ((anonymous report)),6/20/19,Sighting
6/15/19 21:45,Newcastle,DE,Fireball,20 seconds,Object was clear oval with fire inside.,6/20/19,Sighting
6/15/19 21:34,Charles Town,WV,Fireball,3,I first saw 4 orange discs flying 2x2 in close formation at low altitude moving northern direction. About 20 seconds behind them was an,6/20/19,Sighting
6/15/19 21:11,Madison,AL,Rectangle,~6 minutes,"Rectangular very bright and big green object seen over Madison, Alabama",6/27/19,Sighting
6/15/19 20:34,Weyers Cave,VA,Other,90 seconds,"Man shaped, silent, rotating, black, and hovered ~100 feet about the ground and slightly curved in its path.",6/20/19,Sighting
6/15/19 20:30,Astoria,NY,Oval,10 seconds,"Luminous white light; not a drone, airplane, helicopter or blimp in NYC.",6/27/19,Sighting
6/15/19 18:40,Baldwin Park,CA,Circle,10 seconds,"Was traveling on 605 frwy N, when we noticed 6 circular flying objects in triangle formation, blinking. ((anonymous report))",6/20/19,Sighting
6/15/19 18:00,Portland,OR,Light,2-3 minutes,"Five lights in airplane-like formation, but no airplane body is visible.",12/19/19,Sighting
6/15/19 15:37,Midvale,UT,Triangle,Seconds,"I did not see it, I was taking a selfie at the Midvale Graveyard and noticed a black metallic triangle shaped craft in the picture when",6/20/19,Sighting
