Date / Time,City,State,Shape,Duration,Summary,Posted,Type,text,Lat,Lng
2/16/20 19:45,North Stonington,CT,Triangle,20 minutes,Triangular object observed moving east then south after dark for 20 minutes via binoculars lit up very bright then dimming changing col,2/25/20,Sighting,Sighting : North Stonington,41.4409323,-71.8811827
2/16/20 19:40,Roseburg,OR,Light,unsure,"Stationary light, brightest in the night sky. ((NUFORC Note: Possible sighting of Venus?? PD))",2/25/20,Sighting,Sighting : Roseburg,43.216505,-123.3417381
2/16/20 19:00,Springfield,OH,Formation,3 minutes,"Above the reservoir we saw a formation of 20 or more orange lights streching across the sky. ((""Starlink"" satellites??))",2/25/20,Sighting,Sighting : Springfield,39.9242266,-83.8088171
2/16/20 19:00,Cardiff By The Sea,CA,Disk,30 minutes,Scripps San Diego UFO Pair of Oscillating Discs With Spokes,2/25/20,Sighting,Sighting : Cardiff By The Sea,33.0208265,-117.2788973
2/16/20 18:00,Kinder,LA,Oval,25 minutes,Shiny non moving object,2/25/20,Sighting,Sighting : Kinder,30.485479,-92.850703
2/16/20 14:00,Pembroke Pines,FL,Circle,5 minutes,"I saw a circular silver sphere, like a bright shiny silver balloon. Floating above the clouds, it went up and down the clouds for about",2/25/20,Sighting,Sighting : Pembroke Pines,26.007765,-80.2962555
2/16/20 11:00,Honey Brook,PA,Triangle,5 minutes,"As I was driving, I noticed a bright &quot;star&quot; in the sky. But as I approached it, it turned into a triagle aircraft with a ligh",2/25/20,Sighting,Sighting : Honey Brook,40.0942664,-75.9113306
2/16/20 08:40,Brooklyn,NY,Fireball,8:47,Fireball over Prospect Park.,2/25/20,Sighting,Sighting : Brooklyn,40.6781784,-73.9441579
2/16/20 06:45,West Yarmouth,MA,Unknown,10 minutes,Strange searching lights in woods that changed colors,2/25/20,Sighting,Sighting : West Yarmouth,41.6501114,-70.2411312
2/16/20 05:59,Dillsburg,PA,Light,30 seconds,"Large bright white light, unblinking, slow movement and flicker. Vanished after a short time.",2/25/20,Sighting,Sighting : Dillsburg,40.1109255,-77.034978
2/16/20 02:30,Orlando,FL,Cigar,4 minutes,Cigar shaped object hovering over The Orlando International Airport Florida,2/25/20,Sighting,Sighting : Orlando,28.5383355,-81.3792365
2/16/20 01:00,St. George,UT,Light,5 minutes,Followed by orange orb while driving.,2/25/20,Sighting,Sighting : St. George,37.0965278,-113.5684164
2/15/20 20:30,,NE,Light,Seconds,4 evenly spaced high speed lights,2/25/20,Sighting,Sighting : nan,,
2/15/20 20:00,Skokie,IL,Light,7 minutes,"Unmanned Aerial Systems in night sky above Skokie, IL.",2/25/20,Sighting,Sighting : Skokie,42.0324025,-87.7416246
2/15/20 20:00,Redlands,CA,Teardrop,2-3 seconds,"Large glowing green, comet shaped object, flying North over Redlands and then “winks” out of existence before reaching the horizon.",2/25/20,Sighting,Sighting : Redlands,34.0555693,-117.1825381
2/15/20 19:30,Fay,OK,Light,30 minutes,"Large bright light, with smaller lights flying away from it.",2/25/20,Sighting,Sighting : Fay,35.8133797,-98.65785969999999
2/15/20 19:00,Knik,AK,Oval,2-3 hours,Very bright stationary light.,2/25/20,Sighting,Sighting : Knik,61.5158655,-149.6120203
2/15/20 19:00,Grand Terrace,CA,Light,15 seconds,Bright blue orb hovering and shooting out of sight.,2/25/20,Sighting,Sighting : Grand Terrace,34.0339031,-117.3136544
2/15/20 18:00,Alma,NY,Triangle,3 hours,"We believe we saw a triangular craft overhead in Alma, NY. on Saturday, February 15, 2020.",2/25/20,Sighting,Sighting : Alma,42.0125651,-78.0576538
2/15/20 17:00,Apollo Beach,FL,Oval,Seconds,"Single Metallic oval shaped craft seen over Apollo Beach, FL around 5 PM",2/25/20,Sighting,Sighting : Apollo Beach,27.7716947,-82.4062046
2/15/20 17:00,Mesa,AZ,Light,2 hours,A hovercraft that would fade away when approached by other aircraft and reappears after. It has appeared multiple nights in the same sp,2/25/20,Sighting,Sighting : Mesa,33.4151843,-111.8314724
2/15/20 12:30,North Hollywood,CA,Formation,15 minutes,"Glinting formation, multiple objects.",2/25/20,Sighting,Sighting : North Hollywood,34.187044,-118.3812562
2/15/20 10:30,Dawsonville,GA,Sphere,5 seconds,Silver orb,2/25/20,Sighting,Sighting : Dawsonville,34.4212052,-84.1190804
2/15/20 07:30,Weston,FL,Circle,10 minutes,Large moving ball of very light spotted in Weston/Southwest Ranches area going downwards. Was definitely not an aircraft. I was driving,2/25/20,Sighting,Sighting : Weston,26.1003654,-80.3997748
2/15/20 05:50,Logan,UT,Light,10 minutes,"Star looking lights moving from West to east. Larger, brighter, colorful star sitting in position twinkling.Went inside for about 5",2/25/20,Sighting,Sighting : Logan,41.7369803,-111.8338359
2/15/20 05:30,Spring Hill,FL,Other,10 minutes,"star moving across the east sky. Then another. ((""Starlink"" satellites??))",2/25/20,Sighting,Sighting : Spring Hill,28.4831682,-82.5369872
2/15/20 04:00,Junction,TX,Cigar,Still,Silver bright dot. I have pic 325 XXX-XXXX,2/25/20,Sighting,Sighting : Junction,30.4893555,-99.7720109
2/15/20 01:00,Bridgewater,NJ,Light,4 seconds,Large blue light streaming and disappearing in midair very low to the road,2/25/20,Sighting,Sighting : Bridgewater,40.5939636,-74.6049061
2/15/20 01:00,Dunbar,WV,,2,A ufo was in my tree I went out to smoke a cigarette and it started taking pictures of me there was somebody or something insaid of the,2/25/20,Sighting,Sighting : Dunbar,38.3606509,-81.73734850000001
2/15/20 01:00,Lehighton,PA,Oval,1 hour,Yellowish white orb sene hovering over back yard in the mountains of lehighton pa. Ring camera captures images,2/25/20,Sighting,Sighting : Lehighton,40.8337029,-75.7138008
2/15/20,Round Rock,TX,Oval,2 minutes,"Look up and see a column of orbs moving in a convoy fashion across the sky. ((""Starlink"" satellites??))",2/25/20,Sighting,Sighting : Round Rock,30.5082551,-97.678896
2/14/20 21:15,Mullica Hill,NJ,Other,10 minutes,bright round light! Just hovered still and then had a bluish and red light next to the bright light as it took off,2/25/20,Sighting,Sighting : Mullica Hill,39.7392804,-75.22407179999999
2/14/20 21:00,Royse City,TX,Light,4 minutes,"There were three side by side ... I thought were stars , I was praying asking what to do ....upset crying outside they weren’t stars",2/25/20,Sighting,Sighting : Royse City,32.9751204,-96.3324817
2/14/20 20:50,Sheridan,IN,Changing,~1 hour,"Bright, unmoving light in night sky. ((NUFORC Note: Possibly a sighting of Venus?? PD))",2/25/20,Sighting,Sighting : Sheridan,40.1350375,-86.2205487
2/14/20 20:30,EXPORT,PA,Flash,5 minutes,Irregular star like flashes,2/25/20,Sighting,Sighting : EXPORT,40.4181235,-79.6255989
2/14/20 20:00,Cedar Hill,TX,Cone,1 hour,"I saw a large moving, shifting object covered in lights at a distance in the sky.",2/25/20,Sighting,Sighting : Cedar Hill,32.5884689,-96.9561152
2/14/20 19:30,Winona,TX,Light,2.5 hours,Bright Light over I20 near Tyler TX,2/25/20,Sighting,Sighting : Winona,32.4895892,-95.167169
2/14/20 18:00,Ekin,IN,Light,30 minutes,Bright starlike changing colors silent fast moving disc shaped in binoculars,2/25/20,Sighting,Sighting : Ekin,40.2169814,-86.1616581
2/14/20 17:55,Seattle,WA,Oval,~5 minute,Glowing ovals seen in South Seattle possibly over Bremerton,2/25/20,Sighting,Sighting : Seattle,47.6062095,-122.3320708
2/14/20 16:35,Hillsboro,MO,Triangle,30 seconds,"Bright, triangle shaped object near Jefferson College in Hillsboro, MO. ((anonymous report))",2/25/20,Sighting,Sighting : Hillsboro,38.2322766,-90.5629034
2/14/20 14:54,Minneapolis,MN,Fireball,5 minutes,Whatever it was fell straight out of the sky. It looked like a little piece of fire followed by a cloud trail,2/25/20,Sighting,Sighting : Minneapolis,44.977753,-93.2650108
2/14/20 13:19,Forest,MS,Sphere,2 seconds,50 to 80 Light spheres in the sky.,2/25/20,Sighting,Sighting : Forest,32.3645888,-89.47423479999999
2/14/20 13:17,Forest,MS,Other,2,Plenty grey balls &#9917;&#65039; in the sky,2/25/20,Sighting,Sighting : Forest,32.3645888,-89.47423479999999
2/14/20 07:35,Jasper,TN,Formation,30 seconds,"I was driving through Jasper,Tennessee and I saw a series of 6 lights lined up in a straight line. They faded out one by one from right",2/25/20,Sighting,Sighting : Jasper,35.0742448,-85.6260789
2/14/20 02:46,San Francisco,CA,Unknown,1 second,Something extremely bright flew by my bedroom window with a high pitched sound woooooo. Half of my room was lit with a flash of light.,2/25/20,Sighting,Sighting : San Francisco,37.7749295,-122.4194155
2/14/20 00:04,Plantation,FL,Fireball,~90 seconds,"UFO sighting in Plantation, FL.",2/25/20,Sighting,Sighting : Plantation,26.1275862,-80.23310359999999
2/13/20 23:04,Tulsa,OK,Triangle,13 minutes,Triangular object with a single white bright light on each corner. Hovered until I got closer and then took off north,2/25/20,Sighting,Sighting : Tulsa,36.1539816,-95.99277500000001
2/13/20 21:30,Winston-Salem,NC,Sphere,30 seconds,"I saw a very bright orange/red/pinkish sphere to the northeast of my house. At first, I thought it was a planet until I realized it wa",2/25/20,Sighting,Sighting : Winston-Salem,36.09985959999999,-80.244216
2/13/20 21:30,Georgetown,TX,,30 seconds,"LARGE CIRCULAR OBJECT OVER GEORGETOWN, TEXAS.",2/25/20,Sighting,Sighting : Georgetown,30.6332618,-97.6779842
2/13/20 21:20,Detroit,MI,Light,1 minute,White light over Detroit & Windsor moving significantly faster & different direction than normal heavy early night airport traffic.,2/25/20,Sighting,Sighting : Detroit,42.331427,-83.0457538
2/13/20 21:00,Cedar lake,IN,Circle,2 hours,Spinning light in sky.,2/25/20,Sighting,Sighting : Cedar lake,41.3647578,-87.4411473
2/13/20 21:00,Hagerman,ID,Light,20 minutes,"Extremely bright, orange light twinkling above the hills, disappeared after a few minutes",2/25/20,Sighting,Sighting : Hagerman,42.81212439999999,-114.898669
2/13/20 20:53,Carlsbad,CA,Chevron,5 seconds,"Un-lit, silent V shaped object seen and illuminated from the ground",2/25/20,Sighting,Sighting : Carlsbad,33.1580933,-117.3505939
2/13/20 20:00,Salmon,ID,Disk,1 hour,Super bright light that dimmed and got bright again moving slowly above the mtn line and then disappeared behind the mtn. Very low to t,2/25/20,Sighting,Sighting : Salmon,45.1757547,-113.8959008
2/13/20 19:00,Louisville,GA,Circle,5 minutes,"Whilst travelling down US 121, a light appeared, dissapeared, and reappeared again 5-10 times, moving incrementally before each appeara",2/25/20,Sighting,Sighting : Louisville,33.0015407,-82.4112377
2/13/20 18:50,Killeen,TX,Light,3 minutes,"Clear sky, Venus was bright but then I saw two lights in the sky little brighter than",2/25/20,Sighting,Sighting : Killeen,31.1171194,-97.72779589999999
2/13/20 18:00,,CA,Circle,4,15 or so flying in a pattern. Then in a strait line. Appearing and moving at a high speed. Then disappearing out of nowhere. One shooti,2/25/20,Sighting,Sighting : nan,36.778261,-119.4179324
2/13/20 14:00,Alexandria (near),LA,Disk,10 seconds,Covered Disk shaped Object on Flatbed with US Army Soldiers Following Closely ((NUFORC Note: Military craft?? PD)),2/25/20,Sighting,Sighting : Alexandria (near),31.3112936,-92.4451371
2/13/20 12:10,Scarborough,ME,Triangle,5 minutes,"Triangular shape, gaseous-hazy outlined object high up observed 5 min., not moving, slowly dissipated, shiny sphere fell same proximity",2/25/20,Sighting,Sighting : Scarborough,43.5901974,-70.33449209999999
2/13/20 11:15,Honey Brook,PA,Triangle,15 minutes,"Bright light in sky then shrunk size then enlarged back to original large bright light. Triangle shape, hovering and suspended mid air",2/25/20,Sighting,Sighting : Honey Brook,40.0942664,-75.9113306
2/13/20 02:20,Homer,LA,Fireball,~2 minutes,At about 02:20 I was driving to work and notice a light moving in an unusual manner. I pulled over and quickly grabbed my phone to vi,2/25/20,Sighting,Sighting : Homer,32.7918133,-93.055718
2/13/20 02:00,Atco,NJ,,10 minutes,((NUFORC Note: No information provided by witness. PD)),2/25/20,Sighting,Sighting : Atco,39.7697878,-74.887946
2/12/20 21:30,Somerton,AZ,Circle,several hours,Flashing Red & Green Object over Airport - hovers for several hours,2/13/20,Sighting,Sighting : Somerton,32.5964404,-114.709677
2/12/20 21:00,Orem,UT,Light,15 minutes,"Very bright white light, motionless in western Utah night sky, sat still for 15 minutes then vanished in a blink of an eye.",2/13/20,Sighting,Sighting : Orem,40.2968979,-111.6946475
2/12/20 18:30,Driggs,ID,Changing,30 minutes,Extremely bright strange lights changing shape multiple times,2/13/20,Sighting,Sighting : Driggs,43.7229885,-111.1110872
2/12/20 17:55,Mountain Home/Glenns Ferry (between),ID,Light,20,"My wife and I were driving home from Mountain Home, and we had noticed these two yellowish-golden lights hovering in the southern sky o",2/25/20,Sighting,Sighting : Mountain Home/Glenns Ferry (between),42.944234,-115.317993
2/12/20 16:30,Ellenton,FL,Sphere,2 seconds MAX,this was a round abject. It was traveling due north. I was watching a jet fly east when I noticed this ball traveling at a very fast sp,2/13/20,Sighting,Sighting : Ellenton,27.521705,-82.5275963
2/12/20 13:00,San Diego,CA,,15 seconds,Straight projection upward at a very high rate of speed leaving a white snail trail behind.,2/13/20,Sighting,Sighting : San Diego,32.715738,-117.1610838
2/12/20 08:00,Lakewood,CO,Sphere,23 seconds,"Two (2) spherical objects hovering near homes in Lakewood, CO",2/13/20,Sighting,Sighting : Lakewood,39.7047095,-105.0813734
2/12/20 06:03,Telford (UK/England),WA,Other,6 minutes,"In total in one straight line with the same distance between them. ((""Starlink"" satellites??))",2/13/20,Sighting,Sighting : Telford (UK/England),52.6775873,-2.4672611
2/12/20 01:55,Dexter,MI,Disk,4 seconds,I was driving home from work just before two am today. I was driving on north territorial driving west bound just before Toma road. Th,2/13/20,Sighting,Sighting : Dexter,42.33836970000001,-83.8885552
2/12/20 01:30,Groveland,MA,Oval,5-10 seconds,An orange glowing discus shaped object over Groveland,2/13/20,Sighting,Sighting : Groveland,42.76036879999999,-71.0314451
2/12/20 01:00,St. Marys,KS,Formation,5 minutes,The formation of lights in the sky was moving i. An add fashion and accompanied by these noises as if it were producing very loud sound,2/13/20,Sighting,Sighting : St. Marys,39.194164,-96.0711041
2/11/20 20:30,Tomah,WI,Light,5 seconds,Just over horizon looking east saw huge yellow star like light then on second later second light appeared horizontal to first then one,2/13/20,Sighting,Sighting : Tomah,43.9785759,-90.50402140000001
2/11/20 19:30,Janesville,WI,Sphere,3 minutes,"02/11/20 19:30 Janesville, Wisconsin 5 orange spheres maneuvering in the night sky then disappeared.",2/13/20,Sighting,Sighting : Janesville,42.6827885,-89.0187222
2/11/20 19:30,San Francisco,CA,Egg,>30 minutes,Weird bright and big orb that had large spikes and was larger than a star and higher up than any plane,2/13/20,Sighting,Sighting : San Francisco,37.7749295,-122.4194155
2/11/20 19:20,Red Granite,WI,Rectangle,2 minutes,Square craft with many lights,2/13/20,Sighting,Sighting : Red Granite,44.0419238,-89.09845039999999
2/11/20 06:05,Boise,ID,Light,~90 seconds,A straight line formation of lights traveling northeast,2/13/20,Sighting,Sighting : Boise,43.6150186,-116.2023137
2/11/20 06:00,Snow Hill,NC,Sphere,2 minutes,"Out looking at the moon with friend, sun rises in East faint glow of daylight, full moon beginning to set west, few high level clouds b",2/13/20,Sighting,Sighting : Snow Hill,35.4515504,-77.6810859
2/10/20 22:07,Puyallup,WA,Other,5-10 seconds,"An orange glowing orb falling from the sky, gave off an uneasy feeling of being watched. My one cat ran out of the room as soon as she",2/13/20,Sighting,Sighting : Puyallup,47.1853785,-122.2928974
2/10/20 22:00,Clearlake,CA,Unknown,150 minutes,"Multiple crafts seen over Clearlake, seen descending to Mt. Konocti",2/13/20,Sighting,Sighting : Clearlake,38.9582307,-122.6263728
2/10/20 21:24,Calaveras County,CA,Light,2 seconds,"Large, round, bright white light rapidly ascended and disappeared in seconds, without decreasing size, into clear night sky.",2/13/20,Sighting,Sighting : Calaveras County,38.1960477,-120.6805037
2/10/20 20:30,Red Lodge,MT,Fireball,5 minutes,Object appeared suddenly looking West over Grizzly peak. Looked like a super bright star flashing red and blue light. Object stayed st,2/13/20,Sighting,Sighting : Red Lodge,45.1857782,-109.2468211
2/10/20 20:30,Epping,NH,Triangle,10 minutes,"Noticed a bright orange star near the moon, the light became 2 lights as it came closer, then a 3rd light appeared in back, it then flo",2/13/20,Sighting,Sighting : Epping,43.0534843,-71.0735476
2/10/20 20:00,Shoreline,WA,Circle,1 hour,Watch a large stationary craft for about one hour. It would get brighter then dimmer. It appeared to have lights around it changing col,2/13/20,Sighting,Sighting : Shoreline,47.7559659,-122.3456972
2/10/20 18:42,La Grange,IL,Oval,40 minutes,I was looking for the moon I saw the moon but to my right I saw this object with pulsing lights but wasn't moving. Then I turned my hea,2/13/20,Sighting,Sighting : La Grange,41.8050314,-87.8692254
2/10/20 07:30,Wisconsin Dells,WI,Rectangle,"Now, still going","Flashing lights that faded then came back. Stayed in place. Seemed to be more than one light, and rectangle. In comparison to other s",2/13/20,Sighting,Sighting : Wisconsin Dells,43.6274794,-89.7709579
2/10/20 07:05,Rockville,MD,Sphere,5,While sitting in morning traffic on highway 270 southbound right passed the Wooten parkway overpass I looked up to the left and noticed,2/13/20,Sighting,Sighting : Rockville,39.0839973,-77.1527578
